Mod:Item:MetaData, Localized Name
netherex:brown_elder_mushroom, Brown Elder Mushroom
netherex:red_elder_mushroom, Red Elder Mushroom
netherex:brown_elder_mushroom_cap, Brown Elder Mushroom Cap
netherex:red_elder_mushroom_cap, Red Elder Mushroom Cap
netherex:enoki_mushroom_cap, Enoki Mushroom Cap
netherex:elder_mushroom_stem, Elder Mushroom Stem
netherex:enoki_mushroom_stem, Enoki Mushroom Stem
netherex:thornstalk, Thornstalk
netherex:ichor, Ichor
netherex:red_nether_brick_slab:0, Red Nether Brick Slab
netherex:gloomy_nether_brick_slab:0, Gloomy Nether Brick Slab
netherex:lively_nether_brick_slab:0, Lively Nether Brick Slab
netherex:fiery_nether_brick_slab:0, Fiery Nether Brick Slab
netherex:icy_nether_brick_slab:0, Icy Nether Brick Slab
netherex:basalt_slab:0, Basalt Slab
netherex:smooth_basalt_slab:0, Smooth Basalt Slab
netherex:basalt_brick_slab:0, Basalt Brick Slab
netherex:basalt_pillar_slab:0, Basalt Pillar Slab
netherex:red_nether_brick_stairs, Red Nether Brick Stairs
netherex:gloomy_nether_brick_stairs, Gloomy Nether Brick Stairs
netherex:lively_nether_brick_stairs, Lively Nether Brick Stairs
netherex:fiery_nether_brick_stairs, Fiery Nether Brick Stairs
netherex:icy_nether_brick_stairs, Icy Nether Brick Stairs
netherex:basalt_stairs, Basalt Stairs
netherex:smooth_basalt_stairs, Smooth Basalt Stairs
netherex:basalt_brick_stairs, Basalt Brick Stairs
netherex:basalt_pillar_stairs, Basalt Pillar Stairs
netherex:quartz_wall, Quartz Wall
netherex:nether_brick_wall, Nether Brick Wall
netherex:red_nether_brick_wall, Red Nether Brick Wall
netherex:gloomy_nether_brick_wall, Gloomy Nether Brick Wall
netherex:lively_nether_brick_wall, Lively Nether Brick Wall
netherex:fiery_nether_brick_wall, Fiery Nether Brick Wall
netherex:icy_nether_brick_wall, Icy Nether Brick Wall
netherex:basalt_wall, Basalt Wall
netherex:smooth_basalt_wall, Smooth Basalt Wall
netherex:basalt_brick_wall, Basalt Brick Wall
netherex:basalt_pillar_wall, Basalt Pillar Wall
netherex:quartz_fence, Quartz Fence
netherex:red_nether_brick_fence, Red Nether Brick Fence
netherex:gloomy_nether_brick_fence, Gloomy Nether Brick Fence
netherex:lively_nether_brick_fence, Lively Nether Brick Fence
netherex:fiery_nether_brick_fence, Fiery Nether Brick Fence
netherex:icy_nether_brick_fence, Icy Nether Brick Fence
netherex:basalt_fence, Basalt Fence
netherex:smooth_basalt_fence, Smooth Basalt Fence
netherex:basalt_brick_fence, Basalt Brick Fence
netherex:basalt_pillar_fence, Basalt Pillar Fence
netherex:quartz_fence_gate, Quartz Fence Gate
netherex:nether_brick_fence_gate, Nether Brick Fence Gate
netherex:red_nether_brick_fence_gate, Red Nether Brick Fence Gate
netherex:basalt_fence_gate, Basalt Fence Gate
netherex:smooth_basalt_fence_gate, Smooth Basalt Fence Gate
netherex:basalt_brick_fence_gate, Basalt Brick Fence Gate
netherex:basalt_pillar_fence_gate, Basalt Pillar Fence Gate
netherex:gloomy_nether_brick_fence_gate, Gloomy Nether Brick Fence Gate
netherex:lively_nether_brick_fence_gate, Lively Nether Brick Fence Gate
netherex:fiery_nether_brick_fence_gate, Fiery Nether Brick Fence Gate
netherex:icy_nether_brick_fence_gate, Icy Nether Brick Fence Gate
overloaded:creative_generator, Creative Generator
overloaded:infinite_barrel, Infinity Barrel
overloaded:infinite_tank, Infinity Tank
overloaded:infinite_capacitor, Infinity Capacitor
overloaded:hyper_item_receiver, Hyper Item Receiver
overloaded:hyper_item_sender, Hyper Item Sender
overloaded:hyper_fluid_receiver, Hyper Fluid Receiver
overloaded:hyper_fluid_sender, Hyper Fluid Sender
overloaded:hyper_energy_receiver, Hyper Energy Receiver
overloaded:hyper_energy_sender, Hyper Energy Sender
overloaded:infinite_water_source, Infinite Water Source
overloaded:energy_extractor, Energy Extractor
overloaded:nether_star_block, Nether Star Block
overloaded:player_interface, Player Interface
overloaded:item_interface, Item Interface
overloaded:linking_card, Hyper Linking Card
overloaded:multi_tool, Multi Tool
overloaded:energy_core, Energy Core
overloaded:fluid_core, Fluid Core
overloaded:item_core, Item Core
overloaded:multi_helmet, Multi Helmet
overloaded:multi_chestplate, Multi Chestplate
overloaded:multi_leggings, Multi Leggings
overloaded:multi_boots, Multi Boots
overloaded:settings_editor, Multi-Armor Settings Editor
overloaded:ray_gun, Ray Gun
overloaded:railgun, Railgun
overloaded:compressed_cobblestone:0, 1x Compressed Air
overloaded:compressed_cobblestone:1, 2x Compressed Air
overloaded:compressed_cobblestone:2, 3x Compressed Air
overloaded:compressed_cobblestone:3, 4x Compressed Air
overloaded:compressed_cobblestone:4, 5x Compressed Air
overloaded:compressed_cobblestone:5, 6x Compressed Air
overloaded:compressed_cobblestone:6, 7x Compressed Air
overloaded:compressed_cobblestone:7, 8x Compressed Air
overloaded:compressed_cobblestone:8, 9x Compressed Air
overloaded:compressed_cobblestone:9, 10x Compressed Air
overloaded:compressed_cobblestone:10, 11x Compressed Air
overloaded:compressed_cobblestone:11, 12x Compressed Air
overloaded:compressed_cobblestone:12, 13x Compressed Air
overloaded:compressed_cobblestone:13, 14x Compressed Air
overloaded:compressed_cobblestone:14, 15x Compressed Air
overloaded:compressed_cobblestone:15, 16x Compressed Air
overloaded:compressed_oak_planks:0, 1x Compressed Air
overloaded:compressed_oak_planks:1, 2x Compressed Air
overloaded:compressed_oak_planks:2, 3x Compressed Air
overloaded:compressed_oak_planks:3, 4x Compressed Air
overloaded:compressed_oak_planks:4, 5x Compressed Air
overloaded:compressed_oak_planks:5, 6x Compressed Air
overloaded:compressed_oak_planks:6, 7x Compressed Air
overloaded:compressed_oak_planks:7, 8x Compressed Air
overloaded:compressed_oak_planks:8, 9x Compressed Air
overloaded:compressed_oak_planks:9, 10x Compressed Air
overloaded:compressed_oak_planks:10, 11x Compressed Air
overloaded:compressed_oak_planks:11, 12x Compressed Air
overloaded:compressed_oak_planks:12, 13x Compressed Air
overloaded:compressed_oak_planks:13, 14x Compressed Air
overloaded:compressed_oak_planks:14, 15x Compressed Air
overloaded:compressed_oak_planks:15, 16x Compressed Air
overloaded:compressed_spurce_planks:0, 1x Compressed Air
overloaded:compressed_spurce_planks:1, 2x Compressed Air
overloaded:compressed_spurce_planks:2, 3x Compressed Air
overloaded:compressed_spurce_planks:3, 4x Compressed Air
overloaded:compressed_spurce_planks:4, 5x Compressed Air
overloaded:compressed_spurce_planks:5, 6x Compressed Air
overloaded:compressed_spurce_planks:6, 7x Compressed Air
overloaded:compressed_spurce_planks:7, 8x Compressed Air
overloaded:compressed_spurce_planks:8, 9x Compressed Air
overloaded:compressed_spurce_planks:9, 10x Compressed Air
overloaded:compressed_spurce_planks:10, 11x Compressed Air
overloaded:compressed_spurce_planks:11, 12x Compressed Air
overloaded:compressed_spurce_planks:12, 13x Compressed Air
overloaded:compressed_spurce_planks:13, 14x Compressed Air
overloaded:compressed_spurce_planks:14, 15x Compressed Air
overloaded:compressed_spurce_planks:15, 16x Compressed Air
overloaded:compressed_birch_planks:0, 1x Compressed Air
overloaded:compressed_birch_planks:1, 2x Compressed Air
overloaded:compressed_birch_planks:2, 3x Compressed Air
overloaded:compressed_birch_planks:3, 4x Compressed Air
overloaded:compressed_birch_planks:4, 5x Compressed Air
overloaded:compressed_birch_planks:5, 6x Compressed Air
overloaded:compressed_birch_planks:6, 7x Compressed Air
overloaded:compressed_birch_planks:7, 8x Compressed Air
overloaded:compressed_birch_planks:8, 9x Compressed Air
overloaded:compressed_birch_planks:9, 10x Compressed Air
overloaded:compressed_birch_planks:10, 11x Compressed Air
overloaded:compressed_birch_planks:11, 12x Compressed Air
overloaded:compressed_birch_planks:12, 13x Compressed Air
overloaded:compressed_birch_planks:13, 14x Compressed Air
overloaded:compressed_birch_planks:14, 15x Compressed Air
overloaded:compressed_birch_planks:15, 16x Compressed Air
overloaded:compressed_jungle_planks:0, 1x Compressed Air
overloaded:compressed_jungle_planks:1, 2x Compressed Air
overloaded:compressed_jungle_planks:2, 3x Compressed Air
overloaded:compressed_jungle_planks:3, 4x Compressed Air
overloaded:compressed_jungle_planks:4, 5x Compressed Air
overloaded:compressed_jungle_planks:5, 6x Compressed Air
overloaded:compressed_jungle_planks:6, 7x Compressed Air
overloaded:compressed_jungle_planks:7, 8x Compressed Air
overloaded:compressed_jungle_planks:8, 9x Compressed Air
overloaded:compressed_jungle_planks:9, 10x Compressed Air
overloaded:compressed_jungle_planks:10, 11x Compressed Air
overloaded:compressed_jungle_planks:11, 12x Compressed Air
overloaded:compressed_jungle_planks:12, 13x Compressed Air
overloaded:compressed_jungle_planks:13, 14x Compressed Air
overloaded:compressed_jungle_planks:14, 15x Compressed Air
overloaded:compressed_jungle_planks:15, 16x Compressed Air
overloaded:compressed_acacia_planks:0, 1x Compressed Air
overloaded:compressed_acacia_planks:1, 2x Compressed Air
overloaded:compressed_acacia_planks:2, 3x Compressed Air
overloaded:compressed_acacia_planks:3, 4x Compressed Air
overloaded:compressed_acacia_planks:4, 5x Compressed Air
overloaded:compressed_acacia_planks:5, 6x Compressed Air
overloaded:compressed_acacia_planks:6, 7x Compressed Air
overloaded:compressed_acacia_planks:7, 8x Compressed Air
overloaded:compressed_acacia_planks:8, 9x Compressed Air
overloaded:compressed_acacia_planks:9, 10x Compressed Air
overloaded:compressed_acacia_planks:10, 11x Compressed Air
overloaded:compressed_acacia_planks:11, 12x Compressed Air
overloaded:compressed_acacia_planks:12, 13x Compressed Air
overloaded:compressed_acacia_planks:13, 14x Compressed Air
overloaded:compressed_acacia_planks:14, 15x Compressed Air
overloaded:compressed_acacia_planks:15, 16x Compressed Air
overloaded:compressed_darkoak_planks:0, 1x Compressed Air
overloaded:compressed_darkoak_planks:1, 2x Compressed Air
overloaded:compressed_darkoak_planks:2, 3x Compressed Air
overloaded:compressed_darkoak_planks:3, 4x Compressed Air
overloaded:compressed_darkoak_planks:4, 5x Compressed Air
overloaded:compressed_darkoak_planks:5, 6x Compressed Air
overloaded:compressed_darkoak_planks:6, 7x Compressed Air
overloaded:compressed_darkoak_planks:7, 8x Compressed Air
overloaded:compressed_darkoak_planks:8, 9x Compressed Air
overloaded:compressed_darkoak_planks:9, 10x Compressed Air
overloaded:compressed_darkoak_planks:10, 11x Compressed Air
overloaded:compressed_darkoak_planks:11, 12x Compressed Air
overloaded:compressed_darkoak_planks:12, 13x Compressed Air
overloaded:compressed_darkoak_planks:13, 14x Compressed Air
overloaded:compressed_darkoak_planks:14, 15x Compressed Air
overloaded:compressed_darkoak_planks:15, 16x Compressed Air
overloaded:compressed_sand:0, 1x Compressed Air
overloaded:compressed_sand:1, 2x Compressed Air
overloaded:compressed_sand:2, 3x Compressed Air
overloaded:compressed_sand:3, 4x Compressed Air
overloaded:compressed_sand:4, 5x Compressed Air
overloaded:compressed_sand:5, 6x Compressed Air
overloaded:compressed_sand:6, 7x Compressed Air
overloaded:compressed_sand:7, 8x Compressed Air
overloaded:compressed_sand:8, 9x Compressed Air
overloaded:compressed_sand:9, 10x Compressed Air
overloaded:compressed_sand:10, 11x Compressed Air
overloaded:compressed_sand:11, 12x Compressed Air
overloaded:compressed_sand:12, 13x Compressed Air
overloaded:compressed_sand:13, 14x Compressed Air
overloaded:compressed_sand:14, 15x Compressed Air
overloaded:compressed_sand:15, 16x Compressed Air
overloaded:compressed_stone:0, 1x Compressed Air
overloaded:compressed_stone:1, 2x Compressed Air
overloaded:compressed_stone:2, 3x Compressed Air
overloaded:compressed_stone:3, 4x Compressed Air
overloaded:compressed_stone:4, 5x Compressed Air
overloaded:compressed_stone:5, 6x Compressed Air
overloaded:compressed_stone:6, 7x Compressed Air
overloaded:compressed_stone:7, 8x Compressed Air
overloaded:compressed_stone:8, 9x Compressed Air
overloaded:compressed_stone:9, 10x Compressed Air
overloaded:compressed_stone:10, 11x Compressed Air
overloaded:compressed_stone:11, 12x Compressed Air
overloaded:compressed_stone:12, 13x Compressed Air
overloaded:compressed_stone:13, 14x Compressed Air
overloaded:compressed_stone:14, 15x Compressed Air
overloaded:compressed_stone:15, 16x Compressed Air
overloaded:compressed_obsidian:0, 1x Compressed Air
overloaded:compressed_obsidian:1, 2x Compressed Air
overloaded:compressed_obsidian:2, 3x Compressed Air
overloaded:compressed_obsidian:3, 4x Compressed Air
overloaded:compressed_obsidian:4, 5x Compressed Air
overloaded:compressed_obsidian:5, 6x Compressed Air
overloaded:compressed_obsidian:6, 7x Compressed Air
overloaded:compressed_obsidian:7, 8x Compressed Air
overloaded:compressed_obsidian:8, 9x Compressed Air
overloaded:compressed_obsidian:9, 10x Compressed Air
overloaded:compressed_obsidian:10, 11x Compressed Air
overloaded:compressed_obsidian:11, 12x Compressed Air
overloaded:compressed_obsidian:12, 13x Compressed Air
overloaded:compressed_obsidian:13, 14x Compressed Air
overloaded:compressed_obsidian:14, 15x Compressed Air
overloaded:compressed_obsidian:15, 16x Compressed Air
overloaded:compressed_netherrack:0, 1x Compressed Air
overloaded:compressed_netherrack:1, 2x Compressed Air
overloaded:compressed_netherrack:2, 3x Compressed Air
overloaded:compressed_netherrack:3, 4x Compressed Air
overloaded:compressed_netherrack:4, 5x Compressed Air
overloaded:compressed_netherrack:5, 6x Compressed Air
overloaded:compressed_netherrack:6, 7x Compressed Air
overloaded:compressed_netherrack:7, 8x Compressed Air
overloaded:compressed_netherrack:8, 9x Compressed Air
overloaded:compressed_netherrack:9, 10x Compressed Air
overloaded:compressed_netherrack:10, 11x Compressed Air
overloaded:compressed_netherrack:11, 12x Compressed Air
overloaded:compressed_netherrack:12, 13x Compressed Air
overloaded:compressed_netherrack:13, 14x Compressed Air
overloaded:compressed_netherrack:14, 15x Compressed Air
overloaded:compressed_netherrack:15, 16x Compressed Air
overloaded:compressed_dirt:0, 1x Compressed Air
overloaded:compressed_dirt:1, 2x Compressed Air
overloaded:compressed_dirt:2, 3x Compressed Air
overloaded:compressed_dirt:3, 4x Compressed Air
overloaded:compressed_dirt:4, 5x Compressed Air
overloaded:compressed_dirt:5, 6x Compressed Air
overloaded:compressed_dirt:6, 7x Compressed Air
overloaded:compressed_dirt:7, 8x Compressed Air
overloaded:compressed_dirt:8, 9x Compressed Air
overloaded:compressed_dirt:9, 10x Compressed Air
overloaded:compressed_dirt:10, 11x Compressed Air
overloaded:compressed_dirt:11, 12x Compressed Air
overloaded:compressed_dirt:12, 13x Compressed Air
overloaded:compressed_dirt:13, 14x Compressed Air
overloaded:compressed_dirt:14, 15x Compressed Air
overloaded:compressed_dirt:15, 16x Compressed Air
overloaded:compressed_gravel:0, 1x Compressed Air
overloaded:compressed_gravel:1, 2x Compressed Air
overloaded:compressed_gravel:2, 3x Compressed Air
overloaded:compressed_gravel:3, 4x Compressed Air
overloaded:compressed_gravel:4, 5x Compressed Air
overloaded:compressed_gravel:5, 6x Compressed Air
overloaded:compressed_gravel:6, 7x Compressed Air
overloaded:compressed_gravel:7, 8x Compressed Air
overloaded:compressed_gravel:8, 9x Compressed Air
overloaded:compressed_gravel:9, 10x Compressed Air
overloaded:compressed_gravel:10, 11x Compressed Air
overloaded:compressed_gravel:11, 12x Compressed Air
overloaded:compressed_gravel:12, 13x Compressed Air
overloaded:compressed_gravel:13, 14x Compressed Air
overloaded:compressed_gravel:14, 15x Compressed Air
overloaded:compressed_gravel:15, 16x Compressed Air
primal:firepit, Fire Pit
primal:brickform, Brick Form
primal:quern:0, Sarsen Quern
primal:quern:1, Scoria Quern
primal:quern:2, Purpurite Quern
primal:hibachi:0, Mud Hibachi
primal:hibachi:1, Terracotta Hibachi
primal:hibachi:2, Ciniscotta Hibachi
primal:hibachi:3, Adobe Hibachi
primal:smelter:0, Mud Sariras
primal:smelter:1, Terracotta Sariras
primal:smelter:2, Ciniscotta Sariras
primal:smelter:3, Adobe Sariras
primal:cauldron, Iron Cauldron
primal:kiln_adobe, Adobe Brick Kiln
primal:kiln_air, tile.primal.kiln_air.name
primal:pitfall, Pitfall Spikes
primal:tatami_bed:0, Oak Tatami Bed
primal:tatami_bed:1, Spruce Tatami Bed
primal:tatami_bed:2, Birch Tatami Bed
primal:tatami_bed:3, Jungle Tatami Bed
primal:tatami_bed:4, Acacia Tatami Bed
primal:tatami_bed:5, Dark Oak Tatami Bed
primal:tatami_bed:6, Ironwood Tatami Bed
primal:tatami_bed:7, Yew Tatami Bed
primal:tatami_bed:8, Lacquer Tatami Bed
primal:tatami_bed:9, Corphyry Tatami Bed
primal:drying_rack:0, Oak Drying Rack
primal:drying_rack:1, Spruce Drying Rack
primal:drying_rack:2, Birch Drying Rack
primal:drying_rack:3, Jungle Drying Rack
primal:drying_rack:4, Acacia Drying Rack
primal:drying_rack:5, Dark Oak Drying Rack
primal:drying_rack:6, Ironwood Drying Rack
primal:drying_rack:7, Yew Drying Rack
primal:drying_rack:8, Lacquer Drying Rack
primal:drying_rack:9, Corphyry Drying Rack
primal:fish_trap:0, Oak Fish Trap
primal:fish_trap:1, Spruce Fish Trap
primal:fish_trap:2, Birch Fish Trap
primal:fish_trap:3, Jungle Fish Trap
primal:fish_trap:4, Acacia Fish Trap
primal:fish_trap:5, Dark Oak Fish Trap
primal:fish_trap:6, Ironwood Fish Trap
primal:fish_trap:7, Yew Fish Trap
primal:fish_trap:8, Lacquer Fish Trap
primal:fish_trap:9, Corphyry Fish Trap
primal:shelf_half:0, Oak Shelf
primal:shelf_half:1, Spruce Shelf
primal:shelf_half:2, Birch Shelf
primal:shelf_half:3, Jungle Shelf
primal:shelf_half:4, Acacia Shelf
primal:shelf_half:5, Dark Oak Shelf
primal:shelf_half:6, Ironwood Shelf
primal:shelf_half:7, Yew Shelf
primal:shelf_half:8, Lacquer Shelf
primal:shelf_half:9, Corphyry Shelf
primal:worktable_slab:0, Oak Crafting Table
primal:worktable_slab:1, Spruce Crafting Table
primal:worktable_slab:2, Birch Crafting Table
primal:worktable_slab:3, Jungle Crafting Table
primal:worktable_slab:4, Acacia Crafting Table
primal:worktable_slab:5, Dark Oak Crafting Table
primal:worktable_slab:6, Ironwood Crafting Table
primal:worktable_slab:7, Yew Crafting Table
primal:worktable_slab:8, Lacquer Crafting Table
primal:worktable_slab:9, Corphyry Crafting Table
primal:worktable_shelf:0, Oak Crafting Table
primal:worktable_shelf:1, Spruce Crafting Table
primal:worktable_shelf:2, Birch Crafting Table
primal:worktable_shelf:3, Jungle Crafting Table
primal:worktable_shelf:4, Acacia Crafting Table
primal:worktable_shelf:5, Dark Oak Crafting Table
primal:worktable_shelf:6, Ironwood Crafting Table
primal:worktable_shelf:7, Yew Crafting Table
primal:worktable_shelf:8, Lacquer Crafting Table
primal:worktable_shelf:9, Corphyry Crafting Table
primal:brick_mold:0, Oak Brick Mold
primal:brick_mold:1, Spruce Brick Mold
primal:brick_mold:2, Birch Brick Mold
primal:brick_mold:3, Jungle Brick Mold
primal:brick_mold:4, Acacia Brick Mold
primal:brick_mold:5, Dark Oak Brick Mold
primal:brick_mold:6, Ironwood Brick Mold
primal:brick_mold:7, Yew Brick Mold
primal:brick_mold:8, Lacquer Brick Mold
primal:brick_mold:9, Corphyry Brick Mold
primal:hardened_stone:0, Hardened Stone
primal:hardened_stone:1, Orange Hardened Stone
primal:hardened_stone:2, Magenta Hardened Stone
primal:hardened_stone:3, Light Blue Hardened Stone
